client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
1134348.91896356,0.787,1134334.961476327,1134334.96368284,1134334.969500713,1134334.986613507,1134334.986648133,1134334.987420267,1134334.987602069,1134348.948704442
1134348.948780516,0.787,1134334.991245317,1134334.993093165,1134334.999200442,1134335.016792329,1134335.016826333,1134335.017641157,1134335.01783393,1134348.979086955
1134348.979178338,0.787,1134335.021915995,1134335.023893146,1134335.029549785,1134335.048178263,1134335.048196407,1134335.049028463,1134335.049143069,1134349.010236712
1134349.01032016,0.787,1134335.053289465,1134335.055481391,1134335.061496855,1134335.078939902,1134335.078975889,1134335.079787367,1134335.079969169,1134349.041171546
1134349.04125875,0.787,1134335.083620723,1134335.085392649,1134335.090608237,1134335.106118104,1134335.10613184,1134335.106966952,1134335.107080266,1134349.067899609
1134349.067988817,0.787,1134335.110196331,1134335.111854463,1134335.116864925,1134335.132557967,1134335.132570621,1134335.133311756,1134335.133405263,1134349.09421333
1134349.094306726,0.787,1134335.136450195,1134335.13806782,1134335.143356144,1134335.15888074,1134335.158892261,1134335.159613699,1134335.159694982,1134349.120465573
1134349.120548089,0.787,1134335.162643603,1134335.164248133,1134335.169261852,1134335.184842803,1134335.184853653,1134335.185581303,1134335.185660051,1134349.146457038
1134349.146568317,0.787,1134335.188850307,1134335.190430342,1134335.195602178,1134335.211116804,1134335.211128526,1134335.211873488,1134335.211952376,1134349.172706467
1134349.172798461,0.787,1134335.21502433,1134335.216891094,1134335.221972159,1134335.238204025,1134335.238214976,1134335.238984885,1134335.239080695,1134349.199838531
1134349.199932338,0.787,1134335.242240244,1134335.24385861,1134335.248909859,1134335.264895001,1134335.264905971,1134335.265524887,1134335.265604055,1134349.226426557
1134349.226520504,0.787,1134335.269127018,1134335.270984575,1134335.27634731,1134335.292729289,1134335.292744527,1134335.293513746,1134335.293629043,1134349.254574276
1134349.254670026,0.787,1134335.29716018,1134335.298885468,1134335.303909576,1134335.320167451,1134335.320180566,1134335.320914838,1134335.321023532,1134349.281835714
1134349.28192381,0.787,1134335.324157723,1134335.32576598,1134335.330835183,1134335.346394573,1134335.346405774,1134335.347071207,1134335.347151458,1134349.307920273
1134349.308073662,0.787,1134335.350258948,1134335.351912541,1134335.357042087,1134335.3726827,1134335.372693791,1134335.373463019,1134335.373542549,1134349.334334944
1134349.334427068,0.787,1134335.376624842,1134335.37823356,1134335.383245105,1134335.398699688,1134335.398711119,1134335.399455881,1134335.399531473,1134349.360334111
