client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
625241.733873593,0.000929421974614264,625227.720218576,625227.722614153,625227.72839509,625227.745619351,625227.745648156,625227.746639242,625227.746774144,625241.765441015
625241.765630272,0.0008738200266957298,625227.751901017,625227.754045303,625227.759740089,625227.776241727,625227.776269589,625227.77720444,625227.777335756,625241.795841092
625241.795964774,0.000946512987375258,625227.782201108,625227.784339273,625227.790350963,625227.807659913,625227.807683026,625227.808808714,625227.808935952,625241.827590287
625241.827783781,0.0008604340309351678,625227.813992714,625227.816215977,625227.821827378,625227.838702124,625227.838731409,625227.839786074,625227.839925005,625241.858427215
625241.858723673,0.0008836919570639756,625227.845059962,625227.847434619,625227.853094411,625227.869972744,625227.870023809,625227.873573177,625227.873722116,625241.892464365
625241.892635998,0.0009441680209040654,625227.878775521,625227.881025576,625227.886873268,625227.90338783,625227.903414971,625227.904503839,625227.904651466,625241.923233166
625241.92335743,0.0009238470245376239,625227.909787196,625227.911993968,625227.917863201,625227.934992956,625227.9350486,625227.936052651,625227.93618564,625241.954805277
625241.954945481,0.0009841629630029207,625227.941273549,625227.943362512,625227.949265818,625227.966290085,625227.966318418,625227.967364277,625227.96749453,625241.986162644
625241.986306876,0.0008704530670791862,625227.97243284,625227.974618193,625227.98045215,625227.997342215,625227.997372491,625227.998501196,625227.998651768,625242.017279329
625242.017403943,0.0009262350011616932,625228.003723697,625228.006023134,625228.011629975,625228.02810867,625228.028134538,625228.029163486,625228.02928833,625242.047930178
625242.048148168,0.0009249579248428348,625228.034447502,625228.036596668,625228.042340757,625228.058107498,625228.058133296,625228.05926761,625228.059402363,625242.078092126
625242.078230326,0.0008833521024882787,625228.064355229,625228.066460893,625228.072108051,625228.087865644,625228.087892675,625228.088929427,625228.089082964,625242.107623678
625242.107749956,0.0009799700867459162,625228.093788518,625228.095968511,625228.10162196,625228.116732241,625228.116758671,625228.117825939,625228.117951434,625242.136737926
