client_send_time,network_time,server_receive_time,image_save_time,image_preprocessed_time,image_predicted_time,qoe_computed_time,event_produced_time,response_create_time,client_receive_time
779357.077457691,0.787,779343.120427813,779343.122253668,779343.127672753,779343.144622228,779343.144643699,779343.145449044,779343.145570512,779357.106316874
779357.106393719,0.787,779343.149604472,779343.151555241,779343.157232762,779343.174182558,779343.174202055,779343.174988214,779343.175114682,779357.135834595
779357.135913123,0.787,779343.178935149,779343.180701272,779343.186034955,779343.203131538,779343.203159891,779343.204065646,779343.204188978,779357.164894196
779357.164973064,0.787,779343.207930065,779343.20987286,779343.215398295,779343.232377517,779343.232399098,779343.233293409,779343.233417884,779357.194113606
779357.194182806,0.787,779343.237110751,779343.238990227,779343.244495433,779343.261683589,779343.261709858,779343.262598419,779343.262722923,779357.223417957
779357.22349445,0.787,779343.266594236,779343.268513036,779343.2739584,779343.290584698,779343.290607821,779343.291475254,779343.291593156,779357.252302517
779357.252380234,0.787,779343.295587871,779343.297473557,779343.303354481,779343.320327822,779343.320354251,779343.32120357,779343.321324306,779357.282111417
779357.282190595,0.787,779343.325159551,779343.32692926,779343.332388542,779343.348847975,779343.348869746,779343.349707052,779343.349819262,779357.310613871
779357.310732443,0.787,779343.353824577,779343.355693223,779343.36144847,779343.378493846,779343.378520366,779343.379287159,779343.379424627,779357.340149656
779357.340227462,0.787,779343.383603529,779343.385663002,779343.391432717,779343.411540865,779343.411567375,779343.412536668,779343.412668817,779357.373598869
779357.373697725,0.787,779343.416878778,779343.418757531,779343.424346445,779343.441512859,779343.44153427,779343.442398796,779343.442536205,779357.403296239
779357.403375227,0.787,779343.446808281,779343.448929512,779343.454767635,779343.471818171,779343.471847506,779343.472600443,779343.472722201,779357.43339779
779357.433476559,0.787,779343.47650083,779343.478318119,779343.483668154,779343.500696067,779343.500720813,779343.501596051,779343.50171804,779357.462506322
779357.46258551,0.787,779343.505495907,779343.507328655,779343.512847046,779343.530099482,779343.530122004,779343.531299269,779343.531431237,779357.492115214
779357.492193401,0.787,779343.535235304,779343.537067832,779343.542381448,779343.559073359,779343.559102554,779343.559832237,779343.559956661,779357.52069926
779357.520769181,0.787,779343.563728887,779343.565560303,779343.571134709,779343.588061422,779343.588085447,779343.588949062,779343.589088956,779357.549843829
779357.549921365,0.787,779343.5929085,779343.59470444,779343.600167627,779343.616720877,779343.61674891,779343.617505543,779343.617623185,779357.578441952
779357.578592776,0.787,779343.622124533,779343.6241642,779343.629838024,779343.647145363,779343.647174148,779343.648122442,779343.648240473,779357.608957111
779357.60906879,0.787,779343.65244316,779343.654361127,779343.660208398,779343.677662713,779343.677691768,779343.678553239,779343.678676089,779357.639396705
779357.639476765,0.787,779343.682557242,779343.684436266,779343.689893612,779343.706603799,779343.706626531,779343.70739645,779343.707521646,779357.668230851
779357.668307335,0.787,779343.71146326,779343.713324261,779343.718971805,779343.736095429,779343.736121308,779343.737183296,779343.73730215,779357.698048686
779357.698117336,0.787,779343.740964439,779343.742776338,779343.748302994,779343.765342801,779343.765371134,779343.766110204,779343.766233736,779357.726952474
779357.72706249,0.787,779343.770454307,779343.772463335,779343.778320354,779343.795455079,779343.795480516,779343.796293506,779343.796432487,779357.757123826
779357.757196303,0.787,779343.800178144,779343.801974253,779343.807369052,779343.824341191,779343.824370416,779343.825115887,779343.825241925,779357.785991545
779357.786099808,0.787,779343.829566741,779343.831653937,779343.83742298,779343.854646131,779343.854669846,779343.855468709,779343.855582954,779357.816284053
779357.816347873,0.787,779343.859653331,779343.861585776,779343.867283345,779343.884493571,779343.884518519,779343.885553585,779343.885674864,779357.846466304
779357.846542958,0.787,779343.889700577,779343.891580313,779343.897121928,779343.914040506,779343.914066114,779343.914849538,779343.914979472,779357.875834395
779357.875911189,0.787,779343.91893827,779343.920771448,779343.926280393,779343.943249986,779343.943276025,779343.944064288,779343.944182882,779357.904900938
779357.904977872,0.787,779343.948160634,779343.949935422,779343.955388041,779343.972708845,779343.972733391,779343.973473224,779343.973589832,779357.934399956
779357.93446576,0.787,779343.977907525,779343.979960457,779343.985586431,779344.002576904,779344.002598876,779344.003328358,779344.003453664,779357.964132331
779357.964210397,0.787,779344.007477423,779344.009530666,779344.01524179,779344.032334375,779344.03235831,779344.033103592,779344.033218178,779357.993921622
779357.99402676,0.787,779344.037458955,779344.039558735,779344.045274107,779344.061910695,779344.061933237,779344.062701693,779344.062818192,779358.023509115
779358.023585669,0.787,779344.066582373,779344.068439818,779344.074073606,779344.090731564,779344.090756771,779344.091532079,779344.091653719,779358.052368198
779358.052444151,0.787,779344.095961202,779344.098054199,779344.103763661,779344.120810138,779344.120834674,779344.121595326,779344.121718087,779358.082519561
779358.082586176,0.787,779344.125499059,779344.127355622,779344.132816615,779344.150074792,779344.15010017,779344.150930602,779344.151069283,779358.11183907
779358.111903321,0.787,779344.154872077,779344.156851891,779344.162790173,779344.180256973,779344.180280487,779344.181170821,779344.181293091,779358.142104327
779358.142183576,0.787,779344.185238965,779344.187034583,779344.19254564,779344.209496969,779344.209521606,779344.210259825,779344.210388988,779358.171196288
779358.17127218,0.787,779344.214363916,779344.216262728,779344.221844137,779344.239145316,779344.239169781,779344.240016514,779344.240132312,779358.200818356
779358.200896143,0.787,779344.243834517,779344.245639512,779344.251099113,779344.268462538,779344.268490671,779344.26923454,779344.269355487,779358.230081078
779358.23014635,0.787,779344.273063774,779344.274883407,779344.280368095,779344.297507277,779344.297530902,779344.298285772,779344.298418502,779358.259088731
779358.259159665,0.787,779344.302535127,779344.304458966,779344.310166773,779344.327478561,779344.327506734,779344.328263458,779344.328399373,779358.289175522
779358.289238962,0.787,779344.332517881,779344.334483539,779344.340158735,779344.357634411,779344.35766065,779344.358430819,779344.358551256,779358.319259089
779358.319322628,0.787,779344.362172458,779344.36396464,779344.369483843,779344.388193761,779344.388219168,779344.389141373,779344.38929894,779358.350137379
779358.350216037,0.787,779344.393153892,779344.394950952,779344.400444588,779344.417656427,779344.417682976,779344.418345833,779344.418484224,779358.379210564
779358.379286608,0.787,779344.422438192,779344.424451581,779344.430212077,779344.447154289,779344.447179076,779344.448105418,779344.448220535,779358.408894248
779358.408969801,0.787,779344.451925224,779344.453762371,779344.459422438,779344.476628157,779344.476652072,779344.477465031,779344.477583715,779358.438285722
779358.438349282,0.787,779344.48120682,779344.483035521,779344.488450227,779344.505415894,779344.505441692,779344.506324232,779344.506455429,779358.467219697
