model,client_send_at,server_receive_at,image_preprocessed_at,image_predicted_at,image_save_at,qoe_computed_at,broker_produced_at,client_receive_at
mobilenet_v3_small,1731689260.4268231,1731689260.43781,1731689260.4443152,1731689260.462733,1731689260.4382603,1731689260.4627538,1731689260.4636757,1731689260.4612517
mobilenet_v3_small,1731689260.4618707,1731689260.472374,1731689260.478636,1731689260.4960244,1731689260.472854,1731689260.4960456,1731689260.4970665,1731689260.4935317
mobilenet_v3_small,1731689260.493915,1731689260.5045404,1731689260.5107157,1731689260.5281827,1731689260.5049794,1731689260.5281997,1731689260.5290697,1731689260.5254123
mobilenet_v3_small,1731689260.5257876,1731689260.5358403,1731689260.5418496,1731689260.5593362,1731689260.5362573,1731689260.5593598,1731689260.5604959,1731689260.556897
mobilenet_v3_small,1731689260.5572522,1731689260.5676467,1731689260.573794,1731689260.5910106,1731689260.568089,1731689260.5910268,1731689260.5920517,1731689260.588818
mobilenet_v3_small,1731689260.5893006,1731689260.600621,1731689260.6067042,1731689260.6237988,1731689260.6010544,1731689260.6238184,1731689260.6249096,1731689260.621989
mobilenet_v3_small,1731689260.6224766,1731689260.6334217,1731689260.6394973,1731689260.6566677,1731689260.633903,1731689260.656687,1731689260.657714,1731689260.654359
mobilenet_v3_small,1731689260.6548345,1731689260.6667244,1731689260.6745539,1731689260.6960342,1731689260.6671963,1731689260.696056,1731689260.6970654,1731689260.6939712
mobilenet_v3_small,1731689260.6944666,1731689260.7062063,1731689260.7128212,1731689260.7483008,1731689260.7067432,1731689260.7483246,1731689260.7492888,1731689260.7462516
mobilenet_v3_small,1731689260.7467048,1731689260.7581751,1731689260.765283,1731689260.7849872,1731689260.758716,1731689260.7850118,1731689260.7861102,1731689260.7829225
mobilenet_v3_small,1731689260.7833529,1731689260.794194,1731689260.8005347,1731689260.831099,1731689260.7946887,1731689260.831123,1731689260.832125,1731689260.8288648
mobilenet_v3_small,1731689260.8293228,1731689260.8402627,1731689260.8465543,1731689260.871583,1731689260.8407497,1731689260.871606,1731689260.8726287,1731689260.8692808
mobilenet_v3_small,1731689260.8697197,1731689260.880616,1731689260.886947,1731689260.9048536,1731689260.881054,1731689260.9048774,1731689260.9057434,1731689260.902318
mobilenet_v3_small,1731689260.9027443,1731689260.9133108,1731689260.91989,1731689260.9370522,1731689260.9137998,1731689260.9370713,1731689260.938031,1731689260.934142
mobilenet_v3_small,1731689260.9344456,1731689260.9449558,1731689260.9516523,1731689260.9698007,1731689260.9454215,1731689260.9698236,1731689260.9707828,1731689260.9672241
mobilenet_v3_small,1731689260.9676063,1731689260.9781153,1731689260.9844067,1731689261.0016012,1731689260.9786136,1731689261.0016186,1731689261.0023808,1731689260.9987981
mobilenet_v3_small,1731689260.9992037,1731689261.0098667,1731689261.0159562,1731689261.0469086,1731689261.0102901,1731689261.046929,1731689261.0478303,1731689261.0446749
mobilenet_v3_small,1731689261.0450609,1731689261.0559137,1731689261.062128,1731689261.0859761,1731689261.0563588,1731689261.085998,1731689261.0870261,1731689261.0836515
mobilenet_v3_small,1731689261.0840685,1731689261.095574,1731689261.1027877,1731689261.1252146,1731689261.0960238,1731689261.1252346,1731689261.1263247,1731689261.1230667
mobilenet_v3_small,1731689261.1234777,1731689261.134585,1731689261.1450288,1731689261.1777477,1731689261.13503,1731689261.1777694,1731689261.1786633,1731689261.1754937
mobilenet_v3_small,1731689261.1759517,1731689261.187079,1731689261.1933389,1731689261.210752,1731689261.1875763,1731689261.2107694,1731689261.2117248,1731689261.2081115
mobilenet_v3_small,1731689261.208377,1731689261.219777,1731689261.2267835,1731689261.246949,1731689261.2202597,1731689261.2469714,1731689261.2480116,1731689261.2444239
mobilenet_v3_small,1731689261.244835,1731689261.2557068,1731689261.2620246,1731689261.2797153,1731689261.2561362,1731689261.2797382,1731689261.2807555,1731689261.277072
mobilenet_v3_small,1731689261.2775075,1731689261.288486,1731689261.2947872,1731689261.3130698,1731689261.288938,1731689261.313093,1731689261.314262,1731689261.3105311
mobilenet_v3_small,1731689261.3109348,1731689261.3217793,1731689261.3279812,1731689261.3475416,1731689261.3222027,1731689261.3475637,1731689261.348778,1731689261.3452775
mobilenet_v3_small,1731689261.3457158,1731689261.356417,1731689261.3627322,1731689261.3818026,1731689261.3568873,1731689261.3818243,1731689261.3825426,1731689261.379157
mobilenet_v3_small,1731689261.3796086,1731689261.3902626,1731689261.396877,1731689261.4157581,1731689261.3907492,1731689261.4157803,1731689261.4166925,1731689261.4131496
mobilenet_v3_small,1731689261.4136064,1731689261.4248602,1731689261.4317133,1731689261.4505188,1731689261.4253542,1731689261.4505408,1731689261.4514503,1731689261.4481878
mobilenet_v3_small,1731689261.4486759,1731689261.4598486,1731689261.4664483,1731689261.484587,1731689261.4603198,1731689261.4846098,1731689261.4854891,1731689261.4819007
mobilenet_v3_small,1731689261.4822805,1731689261.493596,1731689261.500538,1731689261.518848,1731689261.4940696,1731689261.5188682,1731689261.519666,1731689261.5162737
mobilenet_v3_small,1731689261.5167377,1731689261.5279284,1731689261.5347147,1731689261.5535371,1731689261.528366,1731689261.5535586,1731689261.554496,1731689261.5507445
mobilenet_v3_small,1731689261.5510585,1731689261.5617247,1731689261.5686915,1731689261.5878398,1731689261.5621858,1731689261.5878615,1731689261.5886636,1731689261.585057
mobilenet_v3_small,1731689261.5854115,1731689261.5959883,1731689261.6026368,1731689261.6228385,1731689261.5965009,1731689261.622863,1731689261.6237879,1731689261.6200264
mobilenet_v3_small,1731689261.6202557,1731689261.6308877,1731689261.6375837,1731689261.6561778,1731689261.631364,1731689261.6562018,1731689261.6569867,1731689261.6533086
mobilenet_v3_small,1731689261.6535172,1731689261.6640327,1731689261.6716855,1731689261.691778,1731689261.6645963,1731689261.691802,1731689261.6927006,1731689261.6889536
mobilenet_v3_small,1731689261.6893597,1731689261.7003071,1731689261.7073333,1731689261.7269373,1731689261.7008324,1731689261.72696,1731689261.727793,1731689261.7248042
mobilenet_v3_small,1731689261.7253063,1731689261.7369094,1731689261.7437332,1731689261.763025,1731689261.7373726,1731689261.7630503,1731689261.7641585,1731689261.7612534
mobilenet_v3_small,1731689261.7617671,1731689261.7735562,1731689261.7799983,1731689261.7991147,1731689261.774037,1731689261.7991362,1731689261.8000689,1731689261.7966418
mobilenet_v3_small,1731689261.7970421,1731689261.807998,1731689261.8142028,1731689261.8328416,1731689261.8084528,1731689261.8328633,1731689261.8337688,1731689261.82997
mobilenet_v3_small,1731689261.8302958,1731689261.8408859,1731689261.847515,1731689261.8659704,1731689261.8413353,1731689261.8659902,1731689261.8668406,1731689261.862861
mobilenet_v3_small,1731689261.8631048,1731689261.8738317,1731689261.880171,1731689261.8992572,1731689261.8742611,1731689261.8992813,1731689261.900207,1731689261.8963645
mobilenet_v3_small,1731689261.896577,1731689261.9069934,1731689261.9137166,1731689261.9325125,1731689261.9074807,1731689261.9325337,1731689261.9334538,1731689261.9294312
mobilenet_v3_small,1731689261.9297032,1731689261.9400067,1731689261.9465044,1731689261.9666965,1731689261.9404926,1731689261.9667196,1731689261.9676003,1731689261.9635952
mobilenet_v3_small,1731689261.9638352,1731689261.9738734,1731689261.9804733,1731689261.9993217,1731689261.9743228,1731689261.9993432,1731689262.0003102,1731689261.996268
mobilenet_v3_small,1731689261.9964466,1731689262.0067537,1731689262.0132415,1731689262.03203,1731689262.007188,1731689262.0320508,1731689262.0329638,1731689262.0290198
mobilenet_v3_small,1731689262.0293918,1731689262.0397604,1731689262.0464199,1731689262.0653446,1731689262.0402062,1731689262.0653656,1731689262.0663006,1731689262.0622718
mobilenet_v3_small,1731689262.0624619,1731689262.0727155,1731689262.0793276,1731689262.0985937,1731689262.0731628,1731689262.098623,1731689262.0994785,1731689262.095473
mobilenet_v3_small,1731689262.0956976,1731689262.1059442,1731689262.1126947,1731689262.1312156,1731689262.1064079,1731689262.1312373,1731689262.132119,1731689262.1281765
mobilenet_v3_small,1731689262.1283808,1731689262.1390588,1731689262.1466632,1731689262.1672468,1731689262.139642,1731689262.1672716,1731689262.1682718,1731689262.1645365
mobilenet_v3_small,1731689262.164755,1731689262.1759114,1731689262.185845,1731689262.2129006,1731689262.1764076,1731689262.212926,1731689262.2137713,1731689262.2098355
mobilenet_v3_small,1731689262.2100153,1731689262.2202787,1731689262.2269883,1731689262.245842,1731689262.2207627,1731689262.2458649,1731689262.2468014,1731689262.24283
mobilenet_v3_small,1731689262.2430022,1731689262.2533786,1731689262.2596543,1731689262.27809,1731689262.253846,1731689262.2781084,1731689262.2790291,1731689262.274927
mobilenet_v3_small,1731689262.275101,1731689262.2858253,1731689262.2929623,1731689262.3125625,1731689262.2862766,1731689262.3125868,1731689262.3134935,1731689262.3095796
mobilenet_v3_small,1731689262.3097675,1731689262.320364,1731689262.326955,1731689262.3452055,1731689262.3208392,1731689262.345227,1731689262.3460562,1731689262.342037
mobilenet_v3_small,1731689262.342236,1731689262.3527017,1731689262.3595912,1731689262.378616,1731689262.353145,1731689262.3786361,1731689262.3795388,1731689262.375604
mobilenet_v3_small,1731689262.3758006,1731689262.3867152,1731689262.3935971,1731689262.4135072,1731689262.3871975,1731689262.413532,1731689262.4144835,1731689262.4105213
mobilenet_v3_small,1731689262.4107747,1731689262.4215248,1731689262.4286954,1731689262.4475136,1731689262.421975,1731689262.4475315,1731689262.448335,1731689262.444535
mobilenet_v3_small,1731689262.444843,1731689262.455945,1731689262.4633892,1731689262.482759,1731689262.4565747,1731689262.4827838,1731689262.48382,1731689262.4800537
mobilenet_v3_small,1731689262.4802597,1731689262.4908166,1731689262.497853,1731689262.5167637,1731689262.4913673,1731689262.5167875,1731689262.517717,1731689262.513716
mobilenet_v3_small,1731689262.5138931,1731689262.5241928,1731689262.5311465,1731689262.549901,1731689262.5246873,1731689262.549924,1731689262.550953,1731689262.5470412
mobilenet_v3_small,1731689262.5472388,1731689262.55776,1731689262.564907,1731689262.5839145,1731689262.5582585,1731689262.5839365,1731689262.5849085,1731689262.581143
mobilenet_v3_small,1731689262.5813437,1731689262.5920835,1731689262.5989563,1731689262.6317186,1731689262.592628,1731689262.631739,1731689262.632784,1731689262.6289704
mobilenet_v3_small,1731689262.6292853,1731689262.639816,1731689262.6464202,1731689262.6655996,1731689262.6402507,1731689262.665618,1731689262.6667094,1731689262.6625729
mobilenet_v3_small,1731689262.6627512,1731689262.6735036,1731689262.6808238,1731689262.7010062,1731689262.673999,1731689262.7010276,1731689262.702011,1731689262.6982245
mobilenet_v3_small,1731689262.6984234,1731689262.70896,1731689262.71582,1731689262.7354832,1731689262.7094445,1731689262.7355044,1731689262.7365415,1731689262.7326355
mobilenet_v3_small,1731689262.732825,1731689262.7434497,1731689262.7510943,1731689262.770731,1731689262.743931,1731689262.770749,1731689262.7718143,1731689262.7678225
mobilenet_v3_small,1731689262.7680118,1731689262.7785876,1731689262.7853703,1731689262.8046727,1731689262.7794032,1731689262.80469,1731689262.8056154,1731689262.8014128
mobilenet_v3_small,1731689262.8016899,1731689262.8114154,1731689262.8181467,1731689262.8373098,1731689262.8120415,1731689262.8373268,1731689262.8383346,1731689262.834216
mobilenet_v3_small,1731689262.834482,1731689262.8443096,1731689262.8504484,1731689262.869555,1731689262.8447266,1731689262.8695693,1731689262.8706312,1731689262.86643
mobilenet_v3_small,1731689262.8667214,1731689262.8765202,1731689262.8828588,1731689262.9016554,1731689262.8768983,1731689262.901671,1731689262.9026945,1731689262.8984294
mobilenet_v3_small,1731689262.8987086,1731689262.9102933,1731689262.918106,1731689262.9386885,1731689262.9108994,1731689262.9387136,1731689262.93975,1731689262.935882
mobilenet_v3_small,1731689262.9361022,1731689262.9467728,1731689262.9536817,1731689262.9736,1731689262.947208,1731689262.973618,1731689262.9746387,1731689262.9706037
mobilenet_v3_small,1731689262.9708397,1731689262.9818096,1731689262.9894536,1731689263.0111017,1731689262.9823234,1731689263.011127,1731689263.012206,1731689263.008356
mobilenet_v3_small,1731689263.008515,1731689263.0191875,1731689263.0261855,1731689263.0462823,1731689263.0196939,1731689263.0463026,1731689263.0472903,1731689263.0432305
mobilenet_v3_small,1731689263.043389,1731689263.0533328,1731689263.0599334,1731689263.0791628,1731689263.0537844,1731689263.07918,1731689263.0801675,1731689263.075996
mobilenet_v3_small,1731689263.0761797,1731689263.0862577,1731689263.0928912,1731689263.1121953,1731689263.0867002,1731689263.1122127,1731689263.1132288,1731689263.1091154
mobilenet_v3_small,1731689263.109293,1731689263.1193328,1731689263.12585,1731689263.1450155,1731689263.1197753,1731689263.1450322,1731689263.145899,1731689263.1417603
mobilenet_v3_small,1731689263.141913,1731689263.1520102,1731689263.158641,1731689263.1775286,1731689263.1524162,1731689263.177546,1731689263.1783757,1731689263.1741972
mobilenet_v3_small,1731689263.1743774,1731689263.184254,1731689263.190806,1731689263.2100365,1731689263.1846838,1731689263.210053,1731689263.2110887,1731689263.2077305
mobilenet_v3_small,1731689263.2081492,1731689263.2195363,1731689263.2262778,1731689263.246327,1731689263.2199686,1731689263.246345,1731689263.2473288,1731689263.243895
mobilenet_v3_small,1731689263.2443368,1731689263.256704,1731689263.2640812,1731689263.2840383,1731689263.2573934,1731689263.2840676,1731689263.2850354,1731689263.2812994
mobilenet_v3_small,1731689263.281483,1731689263.2925713,1731689263.2993343,1731689263.3184009,1731689263.2930326,1731689263.3184173,1731689263.319443,1731689263.3152697
mobilenet_v3_small,1731689263.3154488,1731689263.3256006,1731689263.3322122,1731689263.3515594,1731689263.3260124,1731689263.3515766,1731689263.3526723,1731689263.348469
mobilenet_v3_small,1731689263.3486671,1731689263.3593946,1731689263.3666956,1731689263.3897285,1731689263.3599467,1731689263.3897538,1731689263.3907225,1731689263.3868823
mobilenet_v3_small,1731689263.3870614,1731689263.3985279,1731689263.4059105,1731689263.4265137,1731689263.3992562,1731689263.426541,1731689263.427414,1731689263.423594
mobilenet_v3_small,1731689263.423756,1731689263.4347785,1731689263.441814,1731689263.4612887,1731689263.4352705,1731689263.461315,1731689263.4623685,1731689263.4584684
mobilenet_v3_small,1731689263.4586804,1731689263.4696248,1731689263.476523,1731689263.495882,1731689263.470107,1731689263.4959009,1731689263.496879,1731689263.4928436
mobilenet_v3_small,1731689263.493019,1731689263.503532,1731689263.5100656,1731689263.5289714,1731689263.5039673,1731689263.5289907,1731689263.529947,1731689263.5258567
mobilenet_v3_small,1731689263.5260348,1731689263.5365493,1731689263.5429626,1731689263.5621932,1731689263.536973,1731689263.562217,1731689263.5633016,1731689263.5592551
mobilenet_v3_small,1731689263.559398,1731689263.5698256,1731689263.5766253,1731689263.5953887,1731689263.5702727,1731689263.5954087,1731689263.5964491,1731689263.5923266
mobilenet_v3_small,1731689263.5924773,1731689263.6043844,1731689263.6117177,1731689263.6322849,1731689263.6049592,1731689263.6323116,1731689263.6333694,1731689263.6306987
mobilenet_v3_small,1731689263.6309972,1731689263.642609,1731689263.6497009,1731689263.6692073,1731689263.6431055,1731689263.6692328,1731689263.6701741,1731689263.667323
mobilenet_v3_small,1731689263.6678166,1731689263.6790867,1731689263.6858587,1731689263.7061205,1731689263.6796145,1731689263.7061448,1731689263.707091,1731689263.7040234
mobilenet_v3_small,1731689263.7046297,1731689263.7156107,1731689263.7227573,1731689263.7417536,1731689263.7160769,1731689263.7417762,1731689263.7428675,1731689263.7402346
mobilenet_v3_small,1731689263.7407897,1731689263.7523437,1731689263.759062,1731689263.777518,1731689263.7528365,1731689263.7775404,1731689263.778448,1731689263.7752342
mobilenet_v3_small,1731689263.7756999,1731689263.786664,1731689263.793388,1731689263.8113687,1731689263.78711,1731689263.8113897,1731689263.8122933,1731689263.8092859
mobilenet_v3_small,1731689263.8098009,1731689263.8209753,1731689263.8275528,1731689263.8454185,1731689263.8214183,1731689263.84548,1731689263.846321,1731689263.843298
mobilenet_v3_small,1731689263.8438175,1731689263.8547287,1731689263.861742,1731689263.8796773,1731689263.8551576,1731689263.8796966,1731689263.88066,1731689263.877665
mobilenet_v3_small,1731689263.8782265,1731689263.889123,1731689263.8955934,1731689263.913307,1731689263.8895984,1731689263.9133265,1731689263.9144096,1731689263.9112015
mobilenet_v3_small,1731689263.9116879,1731689263.922502,1731689263.929246,1731689263.9471114,1731689263.9229255,1731689263.947131,1731689263.9482427,1731689263.9447963
mobilenet_v3_small,1731689263.945172,1731689263.955306,1731689263.961687,1731689263.9793525,1731689263.9557667,1731689263.9793725,1731689263.9840477,1731689263.9805067
mobilenet_v3_small,1731689263.9808881,1731689263.9910953,1731689263.997669,1731689264.015123,1731689263.9915683,1731689264.0151439,1731689264.0162096,1731689264.0124588
mobilenet_v3_small,1731689264.0128427,1731689264.02306,1731689264.0292952,1731689264.0471053,1731689264.0235133,1731689264.0471253,1731689264.0485306,1731689264.0449576
mobilenet_v3_small,1731689264.0453303,1731689264.0553572,1731689264.0623882,1731689264.0898538,1731689264.055817,1731689264.0898755,1731689264.094097,1731689264.0906138
mobilenet_v3_small,1731689264.0909557,1731689264.1015544,1731689264.1081645,1731689264.1255174,1731689264.102012,1731689264.1255326,1731689264.128593,1731689264.1254735
mobilenet_v3_small,1731689264.126033,1731689264.137551,1731689264.1440392,1731689264.160776,1731689264.1379993,1731689264.1607966,1731689264.1617563,1731689264.1586602
mobilenet_v3_small,1731689264.1591616,1731689264.1698945,1731689264.176268,1731689264.1929839,1731689264.1702943,1731689264.192999,1731689264.194214,1731689264.1912045
mobilenet_v3_small,1731689264.1919305,1731689264.203296,1731689264.2102592,1731689264.2301345,1731689264.2037659,1731689264.2301543,1731689264.231727,1731689264.228501
mobilenet_v3_small,1731689264.229127,1731689264.2400386,1731689264.2463734,1731689264.2629855,1731689264.2405095,1731689264.2629993,1731689264.264271,1731689264.2608955
mobilenet_v3_small,1731689264.2613618,1731689264.2729304,1731689264.280119,1731689264.3092794,1731689264.2734194,1731689264.309303,1731689264.310186,1731689264.3072271
mobilenet_v3_small,1731689264.3077855,1731689264.31995,1731689264.3269382,1731689264.346744,1731689264.3204875,1731689264.3467689,1731689264.3478644,1731689264.344714
mobilenet_v3_small,1731689264.3451848,1731689264.3569722,1731689264.3638768,1731689264.3829374,1731689264.3574889,1731689264.382961,1731689264.3840728,1731689264.3812134
mobilenet_v3_small,1731689264.3817677,1731689264.3938901,1731689264.4007976,1731689264.4194722,1731689264.394364,1731689264.4194949,1731689264.4205441,1731689264.4175017
mobilenet_v3_small,1731689264.4180522,1731689264.4297261,1731689264.436512,1731689264.455738,1731689264.4302008,1731689264.4557598,1731689264.4592154,1731689264.4562433
mobilenet_v3_small,1731689264.4567585,1731689264.4679651,1731689264.4745483,1731689264.4928315,1731689264.4683964,1731689264.4928477,1731689264.4937713,1731689264.4903967
mobilenet_v3_small,1731689264.4909155,1731689264.5016615,1731689264.5079572,1731689264.5237572,1731689264.5020354,1731689264.5237727,1731689264.5247364,1731689264.5215073
mobilenet_v3_small,1731689264.5220132,1731689264.5331252,1731689264.5401974,1731689264.5568032,1731689264.5336432,1731689264.5568264,1731689264.5577838,1731689264.554508
mobilenet_v3_small,1731689264.555008,1731689264.5659084,1731689264.572415,1731689264.5885818,1731689264.5663404,1731689264.5886035,1731689264.5894508,1731689264.5862472
mobilenet_v3_small,1731689264.586792,1731689264.597872,1731689264.6048632,1731689264.623087,1731689264.5982893,1731689264.6231124,1731689264.62426,1731689264.6210713
mobilenet_v3_small,1731689264.6216028,1731689264.6324503,1731689264.6395338,1731689264.6595278,1731689264.632886,1731689264.6595488,1731689264.6603239,1731689264.6571333
mobilenet_v3_small,1731689264.6576216,1731689264.6682987,1731689264.6749008,1731689264.691993,1731689264.6687884,1731689264.6920128,1731689264.6927462,1731689264.6893995
mobilenet_v3_small,1731689264.689893,1731689264.700778,1731689264.7072601,1731689264.725047,1731689264.7012134,1731689264.7250662,1731689264.725947,1731689264.7228172
mobilenet_v3_small,1731689264.7233377,1731689264.7343643,1731689264.7407937,1731689264.7569203,1731689264.7348306,1731689264.7569382,1731689264.7576632,1731689264.754399
mobilenet_v3_small,1731689264.7549305,1731689264.765783,1731689264.7721224,1731689264.7886314,1731689264.7662003,1731689264.7886503,1731689264.7893836,1731689264.7861552
mobilenet_v3_small,1731689264.7866402,1731689264.797619,1731689264.8040352,1731689264.8204813,1731689264.7980494,1731689264.8204997,1731689264.8212118,1731689264.8182793
mobilenet_v3_small,1731689264.8188493,1731689264.8299005,1731689264.836274,1731689264.8533092,1731689264.8303254,1731689264.8533294,1731689264.8542712,1731689264.8512912
mobilenet_v3_small,1731689264.8517504,1731689264.8630486,1731689264.8699155,1731689264.8868573,1731689264.8635228,1731689264.886874,1731689264.8876877,1731689264.8842883
mobilenet_v3_small,1731689264.8848376,1731689264.8961487,1731689264.9028008,1731689264.919754,1731689264.896652,1731689264.9197745,1731689264.9207466,1731689264.9174922
mobilenet_v3_small,1731689264.9180048,1731689264.9290123,1731689264.9353266,1731689264.952178,1731689264.9294517,1731689264.9521954,1731689264.953052,1731689264.9493518
mobilenet_v3_small,1731689264.949724,1731689264.960506,1731689264.9669685,1731689264.9842944,1731689264.96093,1731689264.9843178,1731689264.9852111,1731689264.9814034
mobilenet_v3_small,1731689264.9817014,1731689264.9921727,1731689264.9988048,1731689265.0158348,1731689264.9926512,1731689265.015857,1731689265.0168207,1731689265.0127447
mobilenet_v3_small,1731689265.0129178,1731689265.0228002,1731689265.0292263,1731689265.0460484,1731689265.0232437,1731689265.0460672,1731689265.0470579,1731689265.0428991
mobilenet_v3_small,1731689265.0430703,1731689265.0530796,1731689265.059389,1731689265.0754814,1731689265.0535398,1731689265.0755005,1731689265.076385,1731689265.072236
mobilenet_v3_small,1731689265.0723858,1731689265.0820613,1731689265.0882723,1731689265.1039217,1731689265.0825024,1731689265.1039393,1731689265.1048524,1731689265.1015303
mobilenet_v3_small,1731689265.101971,1731689265.1127746,1731689265.1189332,1731689265.134925,1731689265.1131742,1731689265.1349447,1731689265.1357098,1731689265.1318438
mobilenet_v3_small,1731689265.1321945,1731689265.1422994,1731689265.1486409,1731689265.1640298,1731689265.14275,1731689265.1640487,1731689265.164822,1731689265.1607845
mobilenet_v3_small,1731689265.161099,1731689265.1710541,1731689265.1773355,1731689265.1926541,1731689265.1715086,1731689265.192672,1731689265.1935096,1731689265.1896598
mobilenet_v3_small,1731689265.189949,1731689265.2002084,1731689265.2065978,1731689265.2225497,1731689265.2006714,1731689265.2225702,1731689265.223388,1731689265.2193892
mobilenet_v3_small,1731689265.219703,1731689265.229653,1731689265.236226,1731689265.2520409,1731689265.2302408,1731689265.2520583,1731689265.2528737,1731689265.248811
mobilenet_v3_small,1731689265.2491047,1731689265.2589905,1731689265.265161,1731689265.2875552,1731689265.2593904,1731689265.287581,1731689265.2884676,1731689265.2843995
mobilenet_v3_small,1731689265.2846553,1731689265.2955835,1731689265.3027534,1731689265.3364916,1731689265.2960308,1731689265.3365154,1731689265.337532,1731689265.3337202
mobilenet_v3_small,1731689265.3341317,1731689265.3460727,1731689265.3541837,1731689265.3786974,1731689265.3466823,1731689265.378725,1731689265.3799164,1731689265.3764162
mobilenet_v3_small,1731689265.376765,1731689265.3876765,1731689265.3972197,1731689265.4166906,1731689265.3881767,1731689265.4167185,1731689265.4177134,1731689265.4141853
mobilenet_v3_small,1731689265.4145224,1731689265.4257452,1731689265.4326284,1731689265.4500997,1731689265.4262238,1731689265.4501193,1731689265.4509652,1731689265.44711
mobilenet_v3_small,1731689265.4473991,1731689265.4584086,1731689265.4649568,1731689265.481739,1731689265.458896,1731689265.4817595,1731689265.48276,1731689265.4789615
mobilenet_v3_small,1731689265.4792438,1731689265.489739,1731689265.4961317,1731689265.511868,1731689265.4901457,1731689265.5118818,1731689265.5127196,1731689265.508477
mobilenet_v3_small,1731689265.5087862,1731689265.5189686,1731689265.5251172,1731689265.5411332,1731689265.5193458,1731689265.541147,1731689265.5419898,1731689265.5378792
mobilenet_v3_small,1731689265.53816,1731689265.547949,1731689265.5537946,1731689265.5691159,1731689265.5483253,1731689265.5691297,1731689265.5699925,1731689265.5660472
mobilenet_v3_small,1731689265.5663164,1731689265.5761662,1731689265.5823586,1731689265.6071012,1731689265.5766122,1731689265.6071157,1731689265.60805,1731689265.6040406
mobilenet_v3_small,1731689265.6043236,1731689265.6143677,1731689265.6208694,1731689265.665714,1731689265.614778,1731689265.6657307,1731689265.6667063,1731689265.6628134
mobilenet_v3_small,1731689265.6630158,1731689265.6734855,1731689265.6837819,1731689265.7167084,1731689265.6739025,1731689265.716723,1731689265.7176063,1731689265.7136776
mobilenet_v3_small,1731689265.7138553,1731689265.724469,1731689265.7303433,1731689265.7555494,1731689265.724865,1731689265.7555647,1731689265.7564476,1731689265.7523422
mobilenet_v3_small,1731689265.7526178,1731689265.762363,1731689265.7683468,1731689265.7969131,1731689265.7627652,1731689265.7969298,1731689265.7977428,1731689265.7936032
mobilenet_v3_small,1731689265.7938318,1731689265.8041458,1731689265.8103538,1731689265.8371973,1731689265.8045876,1731689265.8372138,1731689265.8380325,1731689265.8342588
mobilenet_v3_small,1731689265.8344574,1731689265.844297,1731689265.8505208,1731689265.8770335,1731689265.8447165,1731689265.8770497,1731689265.8779478,1731689265.8740656
mobilenet_v3_small,1731689265.8742723,1731689265.8838792,1731689265.8899298,1731689265.9058743,1731689265.8842523,1731689265.905889,1731689265.9067035,1731689265.902584
mobilenet_v3_small,1731689265.9028096,1731689265.912299,1731689265.9181132,1731689265.933032,1731689265.912696,1731689265.9330454,1731689265.9338615,1731689265.9297678
mobilenet_v3_small,1731689265.9300165,1731689265.9397128,1731689265.9455247,1731689265.9601927,1731689265.9400766,1731689265.960207,1731689265.9609838,1731689265.956754
mobilenet_v3_small,1731689265.9569926,1731689265.9665651,1731689265.9723153,1731689265.9870896,1731689265.9669156,1731689265.987104,1731689265.9878972,1731689265.9836476
mobilenet_v3_small,1731689265.9838955,1731689265.9942677,1731689266.0008461,1731689266.0174632,1731689265.9947789,1731689266.0174875,1731689266.0184867,1731689266.014504
mobilenet_v3_small,1731689266.0147913,1731689266.0248072,1731689266.0308359,1731689266.046187,1731689266.0251884,1731689266.0462024,1731689266.047059,1731689266.0429668
mobilenet_v3_small,1731689266.0432653,1731689266.0528088,1731689266.0587792,1731689266.0739276,1731689266.0531733,1731689266.0739422,1731689266.0747569,1731689266.0707018
mobilenet_v3_small,1731689266.0710146,1731689266.0805066,1731689266.0862756,1731689266.1013753,1731689266.0808618,1731689266.1013908,1731689266.1021445,1731689266.0979602
mobilenet_v3_small,1731689266.098217,1731689266.1078196,1731689266.1136599,1731689266.128943,1731689266.1081738,1731689266.1289556,1731689266.1296954,1731689266.1254094
mobilenet_v3_small,1731689266.12567,1731689266.136015,1731689266.1427116,1731689266.1595695,1731689266.1365767,1731689266.1595893,1731689266.1603343,1731689266.1563437
mobilenet_v3_small,1731689266.1565292,1731689266.16634,1731689266.172705,1731689266.1886094,1731689266.1668034,1731689266.1886268,1731689266.189448,1731689266.185332
mobilenet_v3_small,1731689266.185503,1731689266.1953235,1731689266.2014773,1731689266.2173433,1731689266.1957376,1731689266.217359,1731689266.2182465,1731689266.2141917
mobilenet_v3_small,1731689266.2143874,1731689266.2243543,1731689266.2303548,1731689266.246061,1731689266.224846,1731689266.246079,1731689266.2470446,1731689266.243018
mobilenet_v3_small,1731689266.2432256,1731689266.2529962,1731689266.258823,1731689266.2743256,1731689266.2533984,1731689266.2743416,1731689266.2752433,1731689266.2712371
mobilenet_v3_small,1731689266.2714262,1731689266.2812033,1731689266.2870169,1731689266.30261,1731689266.281643,1731689266.3026285,1731689266.3035026,1731689266.2993925
mobilenet_v3_small,1731689266.2996614,1731689266.3096378,1731689266.3157408,1731689266.3310163,1731689266.310054,1731689266.331033,1731689266.3318393,1731689266.3277643
